incident_id,incident_type,incident_date,incident_time,polsek,kecamatan,kelurahan,grid_id,latitude,longitude,location_type,modus,target_type,status,is_synthetic
INC-00304,KEJAHATAN_JALANAN,2024-10-30,15:19,Polsek Kebayoran Baru,Kebayoran Baru,Gunung,JKS-002,-6.234992,106.794609,Permukiman,pemalakan,pejalan_kaki,Dilaporkan,True
INC-00305,CURAS,2023-03-14,10:35,Polsek Tebet,Tebet,Tebet Barat,JKS-020,-6.232414,106.845827,Jalan,perampasan_jalanan,pejalan_kaki,Penyelidikan,True
INC-00306,CURAS,2025-05-17,14:48,Polsek Tebet,Tebet,Manggarai,JKS-023,-6.208255,106.849805,Permukiman,perampasan_jalanan,pejalan_kaki,Penyelidikan,True
INC-00307,CURANMOR,2023-02-15,23:16,Polsek Tebet,Tebet,Manggarai,JKS-023,-6.20696,106.849984,Parkiran,lainnya,motor,Dilaporkan,True
INC-00308,CURANMOR,2024-01-02,20:25,Polsek Pasar Minggu,Pasar Minggu,Ragunan,JKS-015,-6.307642,106.820648,Pertokoan,kunci_t,mobil,Selesai,True
INC-00309,KEJAHATAN_JALANAN,2025-01-26,00:32,Polsek Mampang Prapatan,Mampang Prapatan,Bangka,JKS-025,-6.257838,106.812955,Parkiran,lainnya,pedagang,Penyidikan,True
INC-00310,CURANMOR,2025-08-20,19:29,Polsek Tebet,Tebet,Tebet Barat,JKS-020,-6.2344,106.847566,Pusat Aktivitas,kunci_t,mobil,Penyelidikan,True
INC-00311,CURAS,2025-05-19,18:50,Polsek Mampang Prapatan,Mampang Prapatan,Bangka,JKS-025,-6.257472,106.815764,Jalan,perampasan_jalanan,pejalan_kaki,Penyelidikan,True
INC-00312,KEJAHATAN_JALANAN,2025-03-06,00:58,Polsek Setiabudi,Setiabudi,Kuningan Timur,JKS-028,-6.22743,106.832099,Parkiran,lainnya,pengendara,Penyelidikan,True
INC-00313,CURAT,2024-02-24,14:27,Polsek Kebayoran Baru,Kebayoran Baru,Pulo,JKS-005,-6.239997,106.805758,Pertokoan,rusak_kunci,rumah,Penyelidikan,True
INC-00314,CURAT,2023-09-13,23:03,Polsek Pasar Minggu,Pasar Minggu,Jati Padang,JKS-016,-6.285817,106.833918,Pertokoan,rusak_kunci,toko,Penyelidikan,True
INC-00315,CURANMOR,2025-11-27,21:27,Polsek Pancoran,Pancoran,Duren Tiga,JKS-018,-6.253052,106.831408,Pertokoan,lainnya,motor,Dilaporkan,True
INC-00316,CURANMOR,2023-03-10,15:41,Polsek Jagakarsa,Jagakarsa,Ciganjur,JKS-031,-6.335574,106.795639,Parkiran,lainnya,mobil,Selesai,True
INC-00317,TAWURAN,2024-06-27,17:48,Polsek Mampang Prapatan,Mampang Prapatan,Tegal Parang,JKS-026,-6.254151,106.823011,Pusat Aktivitas,kelompok_pelajar,kelompok_pelajar,Penyelidikan,True
INC-00318,TAWURAN,2025-10-07,15:04,Polsek Cilandak,Cilandak,Cilandak Barat,JKS-012,-6.289894,106.802579,Pusat Aktivitas,konflik_spontan,kelompok_pemuda,Penyidikan,True
INC-00319,CURANMOR,2024-12-26,14:31,Polsek Pasar Minggu,Pasar Minggu,Jati Padang,JKS-016,-6.286244,106.835893,Jalan,kunci_t,motor,Dilaporkan,True
INC-00320,CURAT,2024-03-25,21:53,Polsek Mampang Prapatan,Mampang Prapatan,Tegal Parang,JKS-026,-6.255851,106.82149,Jalan,lainnya,toko,Penyidikan,True
INC-00321,CURANMOR,2025-10-31,13:18,Polsek Kebayoran Baru,Kebayoran Baru,Gunung,JKS-002,-6.235561,106.792052,Permukiman,kelalaian_pengguna,motor,Penyelidikan,True
INC-00322,KEJAHATAN_JALANAN,2025-08-15,14:41,Polsek Tebet,Tebet,Manggarai,JKS-023,-6.208999,106.848443,Parkiran,pemalakan,pejalan_kaki,Selesai,True
INC-00323,CURANMOR,2023-08-27,02:28,Polsek Tebet,Tebet,Tebet Barat,JKS-020,-6.234574,106.846946,Permukiman,kunci_t,motor,Selesai,True
INC-00324,TAWURAN,2025-10-27,19:16,Polsek Jagakarsa,Jagakarsa,Lenteng Agung,JKS-032,-6.311497,106.837037,Parkiran,kelompok_pelajar,kelompok_pelajar,Penyelidikan,True
INC-00325,CURANMOR,2025-03-04,20:55,Polsek Kebayoran Baru,Kebayoran Baru,Senayan,JKS-001,-6.22727,106.801951,Pusat Aktivitas,kunci_t,motor,Dilaporkan,True
INC-00326,TAWURAN,2024-09-21,06:01,Polsek Pasar Minggu,Pasar Minggu,Ragunan,JKS-015,-6.310498,106.816964,Jalan,kelompok_pemuda,kelompok_pemuda,Selesai,True
INC-00327,KEJAHATAN_JALANAN,2024-10-19,01:21,Polsek Kebayoran Lama,Kebayoran Lama,Kebayoran Lama Utara,JKS-007,-6.253606,106.769895,Pertokoan,pencurian_ringan,pejalan_kaki,Selesai,True
INC-00328,CURANMOR,2023-03-23,15:28,Polsek Setiabudi,Setiabudi,Karet Kuningan,JKS-027,-6.220252,106.829744,Parkiran,duplikasi_kunci,mobil,Penyelidikan,True
INC-00329,CURAS,2023-02-28,12:10,Polsek Pasar Minggu,Pasar Minggu,Pejaten Barat,JKS-013,-6.273453,106.834162,Jalan,perampasan_jalanan,pengendara,Selesai,True
INC-00330,CURANMOR,2024-07-14,01:55,Polsek Tebet,Tebet,Tebet Timur,JKS-021,-6.230881,106.855098,Pertokoan,duplikasi_kunci,mobil,Selesai,True
INC-00331,CURAS,2025-03-17,00:18,Polsek Mampang Prapatan,Mampang Prapatan,Bangka,JKS-025,-6.255316,106.814837,Jalan,ancaman,toko,Selesai,True
INC-00332,CURANMOR,2025-07-13,19:20,Polsek Cilandak,Cilandak,Cipete Selatan,JKS-009,-6.278059,106.811373,Permukiman,duplikasi_kunci,mobil,Dilaporkan,True
INC-00333,CURANMOR,2023-09-24,10:39,Polsek Kebayoran Lama,Kebayoran Lama,Kebayoran Lama Utara,JKS-007,-6.250759,106.770342,Pusat Aktivitas,duplikasi_kunci,mobil,Selesai,True
INC-00334,CURAT,2024-08-15,18:25,Polsek Kebayoran Baru,Kebayoran Baru,Cipete Utara,JKS-004,-6.266321,106.799927,Parkiran,rusak_kunci,toko,Penyidikan,True
INC-00335,KEJAHATAN_JALANAN,2023-07-14,10:44,Polsek Tebet,Tebet,Tebet Timur,JKS-021,-6.230175,106.856548,Parkiran,pencurian_ringan,pedagang,Penyelidikan,True
INC-00336,TAWURAN,2025-09-25,14:54,Polsek Setiabudi,Setiabudi,Kuningan Timur,JKS-028,-6.231139,106.834722,Parkiran,kelompok_pelajar,kelompok_pelajar,Penyelidikan,True
INC-00337,CURAT,2025-12-29,14:04,Polsek Setiabudi,Setiabudi,Menteng Atas,JKS-029,-6.216824,106.839427,Pertokoan,congkel,toko,Selesai,True
INC-00338,KEJAHATAN_JALANAN,2024-03-30,22:10,Polsek Setiabudi,Setiabudi,Kuningan Timur,JKS-028,-6.22929,106.834074,Fasilitas Publik,pencurian_ringan,pedagang,Selesai,True
INC-00339,CURAS,2024-04-24,16:30,Polsek Kebayoran Baru,Kebayoran Baru,Senayan,JKS-001,-6.227117,106.799395,Jalan,lainnya,toko,Penyelidikan,True
INC-00340,CURAT,2024-05-13,15:52,Polsek Kebayoran Baru,Kebayoran Baru,Senayan,JKS-001,-6.226254,106.801595,Pertokoan,lainnya,kantor,Selesai,True
INC-00341,CURAS,2024-05-29,19:24,Polsek Setiabudi,Setiabudi,Menteng Atas,JKS-029,-6.217768,106.838277,Pertokoan,senjata_tajam,pengendara,Dilaporkan,True
INC-00342,CURAT,2025-12-07,13:33,Polsek Jagakarsa,Jagakarsa,Ciganjur,JKS-031,-6.332559,106.79248,Jalan,pecah_kaca,rumah,Selesai,True
INC-00343,CURAS,2023-06-19,00:10,Polsek Tebet,Tebet,Tebet Barat,JKS-020,-6.235525,106.84827,Pusat Aktivitas,lainnya,toko,Selesai,True
INC-00344,CURAT,2025-07-28,08:53,Polsek Tebet,Tebet,Manggarai,JKS-023,-6.209891,106.849418,Permukiman,lainnya,rumah,Dilaporkan,True
INC-00345,CURAT,2024-02-10,13:13,Polsek Tebet,Tebet,Manggarai,JKS-023,-6.208797,106.849519,Jalan,pecah_kaca,kantor,Penyidikan,True
INC-00346,KEJAHATAN_JALANAN,2024-06-15,17:29,Polsek Pancoran,Pancoran,Duren Tiga,JKS-018,-6.253743,106.832163,Pusat Aktivitas,pemalakan,pengendara,Penyidikan,True
INC-00347,CURANMOR,2025-05-25,00:39,Polsek Kebayoran Baru,Kebayoran Baru,Gunung,JKS-002,-6.236803,106.792872,Permukiman,kelalaian_pengguna,mobil,Selesai,True
INC-00348,CURAT,2024-06-02,23:47,Polsek Jagakarsa,Jagakarsa,Srengseng Sawah,JKS-033,-6.343545,106.823396,Pusat Aktivitas,congkel,kantor,Penyelidikan,True
INC-00349,CURAS,2024-04-09,16:30,Polsek Jagakarsa,Jagakarsa,Srengseng Sawah,JKS-033,-6.345533,106.824395,Parkiran,ancaman,toko,Penyelidikan,True
INC-00350,KEJAHATAN_JALANAN,2025-12-23,18:33,Polsek Cilandak,Cilandak,Lebak Bulus,JKS-011,-6.293212,106.772142,Parkiran,pemalakan,pedagang,Dilaporkan,True
INC-00351,CURAT,2024-08-06,07:10,Polsek Cilandak,Cilandak,Cipete Selatan,JKS-009,-6.280444,106.80975,Parkiran,lainnya,toko,Penyelidikan,True
INC-00352,CURANMOR,2025-12-08,23:25,Polsek Cilandak,Cilandak,Gandaria Selatan,JKS-010,-6.286455,106.797398,Parkiran,kelalaian_pengguna,mobil,Dilaporkan,True
INC-00353,CURAT,2025-02-28,13:31,Polsek Cilandak,Cilandak,Gandaria Selatan,JKS-010,-6.286091,106.795539,Pertokoan,lainnya,toko,Penyelidikan,True
INC-00354,CURAT,2025-12-24,22:41,Polsek Cilandak,Cilandak,Lebak Bulus,JKS-011,-6.294037,106.77234,Jalan,congkel,toko,Selesai,True
INC-00355,CURAS,2025-07-24,00:54,Polsek Kebayoran Lama,Kebayoran Lama,Kebayoran Lama Utara,JKS-007,-6.252335,106.771014,Jalan,senjata_tajam,pejalan_kaki,Selesai,True
INC-00356,CURAT,2024-03-22,06:56,Polsek Tebet,Tebet,Manggarai,JKS-023,-6.209328,106.851265,Parkiran,lainnya,kantor,Selesai,True
INC-00357,KEJAHATAN_JALANAN,2025-04-09,21:05,Polsek Setiabudi,Setiabudi,Menteng Atas,JKS-029,-6.215715,106.840951,Permukiman,pencurian_ringan,pengendara,Penyelidikan,True
INC-00358,CURANMOR,2025-12-31,03:37,Polsek Tebet,Tebet,Menteng Dalam,JKS-022,-6.23926,106.835276,Pusat Aktivitas,kelalaian_pengguna,motor,Penyelidikan,True
INC-00359,CURANMOR,2024-12-20,23:07,Polsek Jagakarsa,Jagakarsa,Ciganjur,JKS-031,-6.331504,106.794325,Parkiran,duplikasi_kunci,motor,Selesai,True
INC-00360,TAWURAN,2025-04-06,05:24,Polsek Setiabudi,Setiabudi,Karet Kuningan,JKS-027,-6.215025,106.831721,Permukiman,lainnya,kelompok_pelajar,Penyidikan,True
INC-00361,TAWURAN,2025-07-26,19:53,Polsek Tebet,Tebet,Tebet Timur,JKS-021,-6.229537,106.853002,Jalan,lainnya,kelompok_pemuda,Penyelidikan,True
INC-00362,KEJAHATAN_JALANAN,2023-04-19,23:46,Polsek Tebet,Tebet,Tebet Barat,JKS-020,-6.235083,106.848068,Permukiman,jambret,pejalan_kaki,Dilaporkan,True
INC-00363,TAWURAN,2025-10-22,18:12,Polsek Pancoran,Pancoran,Pancoran,JKS-017,-6.250631,106.840666,Pusat Aktivitas,kelompok_pelajar,pengguna_jalan,Dilaporkan,True
INC-00364,CURANMOR,2024-10-22,06:14,Polsek Tebet,Tebet,Menteng Dalam,JKS-022,-6.238974,106.836064,Permukiman,kelalaian_pengguna,mobil,Dilaporkan,True
INC-00365,TAWURAN,2024-02-21,23:43,Polsek Jagakarsa,Jagakarsa,Ciganjur,JKS-031,-6.333055,106.794491,Parkiran,konflik_spontan,kelompok_pelajar,Selesai,True
INC-00366,CURAS,2025-10-13,04:00,Polsek Cilandak,Cilandak,Gandaria Selatan,JKS-010,-6.287504,106.797555,Jalan,perampasan_jalanan,toko,Selesai,True
INC-00367,CURAT,2024-02-20,07:22,Polsek Setiabudi,Setiabudi,Kuningan Timur,JKS-028,-6.230238,106.83376,Parkiran,congkel,kantor,Penyidikan,True
INC-00368,CURAT,2023-08-15,20:50,Polsek Cilandak,Cilandak,Gandaria Selatan,JKS-010,-6.28455,106.799043,Permukiman,lainnya,toko,Penyelidikan,True
INC-00369,KEJAHATAN_JALANAN,2023-10-20,08:42,Polsek Mampang Prapatan,Mampang Prapatan,Bangka,JKS-025,-6.257672,106.811573,Pertokoan,jambret,pejalan_kaki,Penyelidikan,True
INC-00370,KEJAHATAN_JALANAN,2024-11-30,11:39,Polsek Cilandak,Cilandak,Lebak Bulus,JKS-011,-6.29198,106.773455,Jalan,lainnya,pejalan_kaki,Selesai,True
INC-00371,KEJAHATAN_JALANAN,2025-08-25,05:26,Polsek Pasar Minggu,Pasar Minggu,Ragunan,JKS-015,-6.311314,106.820358,Fasilitas Publik,jambret,pedagang,Penyidikan,True
INC-00372,CURAT,2025-07-08,19:39,Polsek Tebet,Tebet,Menteng Dalam,JKS-022,-6.237962,106.8352,Pertokoan,rusak_kunci,kantor,Dilaporkan,True
INC-00373,CURAT,2023-09-28,11:25,Polsek Setiabudi,Setiabudi,Menteng Atas,JKS-029,-6.217128,106.839532,Parkiran,lainnya,kantor,Penyelidikan,True
INC-00374,CURANMOR,2023-07-02,20:02,Polsek Pasar Minggu,Pasar Minggu,Ragunan,JKS-015,-6.311003,106.817738,Pusat Aktivitas,duplikasi_kunci,motor,Selesai,True
INC-00375,CURANMOR,2025-06-02,09:51,Polsek Pancoran,Pancoran,Pancoran,JKS-017,-6.249069,106.840646,Permukiman,duplikasi_kunci,motor,Penyelidikan,True
INC-00376,CURANMOR,2025-05-24,19:17,Polsek Mampang Prapatan,Mampang Prapatan,Mampang Prapatan,JKS-024,-6.244724,106.820264,Parkiran,duplikasi_kunci,motor,Selesai,True
INC-00377,CURANMOR,2024-05-17,01:52,Polsek Mampang Prapatan,Mampang Prapatan,Tegal Parang,JKS-026,-6.256234,106.822883,Fasilitas Publik,kunci_t,motor,Dilaporkan,True
INC-00378,TAWURAN,2025-01-21,17:10,Polsek Tebet,Tebet,Manggarai,JKS-023,-6.210142,106.850093,Jalan,konflik_spontan,pengguna_jalan,Penyidikan,True
INC-00379,TAWURAN,2025-06-11,08:30,Polsek Jagakarsa,Jagakarsa,Srengseng Sawah,JKS-033,-6.345837,106.824909,Jalan,konflik_spontan,kelompok_pelajar,Selesai,True
INC-00380,CURANMOR,2023-10-05,07:41,Polsek Tebet,Tebet,Tebet Timur,JKS-021,-6.228701,106.854435,Pusat Aktivitas,duplikasi_kunci,motor,Penyelidikan,True
INC-00381,CURANMOR,2023-01-08,18:12,Polsek Kebayoran Baru,Kebayoran Baru,Gunung,JKS-002,-6.237082,106.791978,Permukiman,duplikasi_kunci,motor,Penyelidikan,True
INC-00382,TAWURAN,2023-03-13,12:48,Polsek Setiabudi,Setiabudi,Kuningan Timur,JKS-028,-6.231044,106.832208,Jalan,kelompok_pelajar,kelompok_pemuda,Dilaporkan,True
INC-00383,CURAT,2024-02-11,04:25,Polsek Kebayoran Baru,Kebayoran Baru,Senayan,JKS-001,-6.228377,106.799625,Permukiman,rusak_kunci,rumah,Selesai,True
INC-00384,CURANMOR,2023-01-13,18:42,Polsek Kebayoran Lama,Kebayoran Lama,Grogol Utara,JKS-008,-6.229909,106.779784,Permukiman,lainnya,mobil,Selesai,True
INC-00385,TAWURAN,2023-05-02,17:16,Polsek Setiabudi,Setiabudi,Karet Kuningan,JKS-027,-6.216085,106.828572,Permukiman,lainnya,kelompok_pemuda,Penyelidikan,True
INC-00386,CURAT,2024-04-07,15:27,Polsek Kebayoran Lama,Kebayoran Lama,Pondok Pinang,JKS-006,-6.275881,106.765179,Pertokoan,pecah_kaca,toko,Penyelidikan,True
INC-00387,CURANMOR,2023-06-20,22:06,Polsek Cilandak,Cilandak,Lebak Bulus,JKS-011,-6.291356,106.775715,Parkiran,duplikasi_kunci,mobil,Penyidikan,True
INC-00388,CURAT,2025-01-02,12:22,Polsek Pasar Minggu,Pasar Minggu,Ragunan,JKS-015,-6.309818,106.821506,Pusat Aktivitas,rusak_kunci,rumah,Selesai,True
INC-00389,CURAT,2023-10-15,08:36,Polsek Kebayoran Lama,Kebayoran Lama,Grogol Utara,JKS-008,-6.230173,106.780244,Pusat Aktivitas,pecah_kaca,kantor,Selesai,True
INC-00390,KEJAHATAN_JALANAN,2025-03-21,13:40,Polsek Jagakarsa,Jagakarsa,Lenteng Agung,JKS-032,-6.311458,106.835561,Pusat Aktivitas,pencurian_ringan,pengendara,Dilaporkan,True
INC-00391,TAWURAN,2023-05-30,23:02,Polsek Cilandak,Cilandak,Cipete Selatan,JKS-009,-6.281805,106.80936,Parkiran,kelompok_pelajar,pengguna_jalan,Dilaporkan,True
INC-00392,CURANMOR,2023-05-05,18:29,Polsek Cilandak,Cilandak,Lebak Bulus,JKS-011,-6.293545,106.774408,Permukiman,kelalaian_pengguna,motor,Selesai,True
INC-00393,CURAS,2025-10-13,21:24,Polsek Cilandak,Cilandak,Cilandak Barat,JKS-012,-6.289742,106.803986,Jalan,perampasan_jalanan,toko,Dilaporkan,True
INC-00394,KEJAHATAN_JALANAN,2024-02-09,08:01,Polsek Cilandak,Cilandak,Gandaria Selatan,JKS-010,-6.286167,106.797888,Jalan,pencurian_ringan,pejalan_kaki,Dilaporkan,True
INC-00395,CURANMOR,2024-04-27,00:43,Polsek Pancoran,Pancoran,Kalibata,JKS-019,-6.258319,106.855025,Pertokoan,lainnya,motor,Penyidikan,True
INC-00396,CURANMOR,2024-10-03,18:07,Polsek Pancoran,Pancoran,Duren Tiga,JKS-018,-6.25429,106.831936,Permukiman,lainnya,mobil,Penyelidikan,True
INC-00397,CURANMOR,2023-01-17,08:07,Polsek Cilandak,Cilandak,Lebak Bulus,JKS-011,-6.295383,106.773268,Pusat Aktivitas,duplikasi_kunci,motor,Penyelidikan,True
INC-00398,CURAS,2025-08-27,21:28,Polsek Setiabudi,Setiabudi,Menteng Atas,JKS-029,-6.219246,106.837042,Permukiman,perampasan_jalanan,pejalan_kaki,Penyidikan,True
INC-00399,CURANMOR,2023-03-05,18:24,Polsek Jagakarsa,Jagakarsa,Jagakarsa,JKS-030,-6.335968,106.817385,Parkiran,lainnya,mobil,Dilaporkan,True
INC-00400,CURAT,2025-11-19,12:42,Polsek Tebet,Tebet,Manggarai,JKS-023,-6.210581,106.850931,Pusat Aktivitas,lainnya,kantor,Penyelidikan,True
INC-00401,CURAT,2025-10-07,14:14,Polsek Kebayoran Lama,Kebayoran Lama,Grogol Utara,JKS-008,-6.22938,106.781168,Pusat Aktivitas,rusak_kunci,rumah,Dilaporkan,True
INC-00402,CURAT,2024-09-29,03:28,Polsek Kebayoran Baru,Kebayoran Baru,Kramat Pela,JKS-003,-6.246705,106.789456,Jalan,rusak_kunci,toko,Penyelidikan,True
INC-00403,CURAT,2023-06-12,18:30,Polsek Setiabudi,Setiabudi,Menteng Atas,JKS-029,-6.215262,106.838259,Parkiran,rusak_kunci,toko,Penyelidikan,True
INC-00404,CURAS,2023-05-24,15:23,Polsek Kebayoran Baru,Kebayoran Baru,Senayan,JKS-001,-6.226733,106.801535,Pertokoan,senjata_tajam,toko,Selesai,True
INC-00405,CURAT,2024-08-29,00:46,Polsek Pancoran,Pancoran,Pancoran,JKS-017,-6.249204,106.838131,Parkiran,lainnya,kantor,Dilaporkan,True
INC-00406,CURAS,2025-03-28,10:41,Polsek Setiabudi,Setiabudi,Kuningan Timur,JKS-028,-6.22918,106.832933,Parkiran,lainnya,pejalan_kaki,Selesai,True
INC-00407,CURANMOR,2023-10-30,19:19,Polsek Kebayoran Baru,Kebayoran Baru,Cipete Utara,JKS-004,-6.267789,106.800411,Fasilitas Publik,lainnya,mobil,Penyidikan,True
INC-00408,CURANMOR,2023-01-12,00:31,Polsek Pasar Minggu,Pasar Minggu,Jati Padang,JKS-016,-6.28448,106.835466,Permukiman,duplikasi_kunci,motor,Selesai,True
INC-00409,CURAS,2025-07-11,14:14,Polsek Setiabudi,Setiabudi,Karet Kuningan,JKS-027,-6.217778,106.830125,Permukiman,lainnya,pejalan_kaki,Dilaporkan,True
INC-00410,TAWURAN,2025-04-25,20:57,Polsek Kebayoran Baru,Kebayoran Baru,Cipete Utara,JKS-004,-6.268281,106.799665,Pertokoan,lainnya,kelompok_pemuda,Penyidikan,True
INC-00411,KEJAHATAN_JALANAN,2025-04-27,10:44,Polsek Tebet,Tebet,Tebet Barat,JKS-020,-6.234559,106.847178,Parkiran,lainnya,pejalan_kaki,Penyelidikan,True
INC-00412,KEJAHATAN_JALANAN,2024-11-29,02:38,Polsek Cilandak,Cilandak,Lebak Bulus,JKS-011,-6.291602,106.772505,Permukiman,pencurian_ringan,pengendara,Dilaporkan,True
INC-00413,CURAT,2024-11-11,04:44,Polsek Pancoran,Pancoran,Pancoran,JKS-017,-6.249654,106.83994,Parkiran,rusak_kunci,kantor,Selesai,True
INC-00414,CURAT,2025-02-23,22:31,Polsek Kebayoran Baru,Kebayoran Baru,Pulo,JKS-005,-6.23927,106.812319,Jalan,congkel,kantor,Penyelidikan,True
INC-00415,CURAT,2025-04-16,22:00,Polsek Kebayoran Lama,Kebayoran Lama,Grogol Utara,JKS-008,-6.230753,106.779654,Jalan,pecah_kaca,toko,Penyidikan,True
INC-00416,KEJAHATAN_JALANAN,2023-02-23,19:00,Polsek Jagakarsa,Jagakarsa,Srengseng Sawah,JKS-033,-6.345313,106.821604,Parkiran,pemalakan,pejalan_kaki,Selesai,True
INC-00417,CURANMOR,2023-01-08,19:34,Polsek Kebayoran Baru,Kebayoran Baru,Cipete Utara,JKS-004,-6.267947,106.800415,Permukiman,lainnya,motor,Selesai,True
INC-00418,CURAT,2023-08-31,12:42,Polsek Mampang Prapatan,Mampang Prapatan,Mampang Prapatan,JKS-024,-6.247551,106.817914,Permukiman,rusak_kunci,kantor,Penyelidikan,True
INC-00419,CURANMOR,2025-05-07,19:27,Polsek Pasar Minggu,Pasar Minggu,Jati Padang,JKS-016,-6.284193,106.836443,Pusat Aktivitas,kelalaian_pengguna,mobil,Penyidikan,True
INC-00420,CURANMOR,2024-03-14,21:37,Polsek Tebet,Tebet,Tebet Timur,JKS-021,-6.232108,106.855214,Parkiran,lainnya,mobil,Selesai,True
INC-00421,CURAT,2023-11-24,23:06,Polsek Mampang Prapatan,Mampang Prapatan,Mampang Prapatan,JKS-024,-6.247623,106.822597,Jalan,rusak_kunci,toko,Penyidikan,True
INC-00422,CURAS,2023-02-15,23:53,Polsek Jagakarsa,Jagakarsa,Ciganjur,JKS-031,-6.332248,106.795224,Pertokoan,senjata_tajam,toko,Penyelidikan,True
INC-00423,CURANMOR,2024-03-04,23:25,Polsek Pancoran,Pancoran,Kalibata,JKS-019,-6.257169,106.857608,Jalan,duplikasi_kunci,mobil,Dilaporkan,True
INC-00424,KEJAHATAN_JALANAN,2023-12-14,12:28,Polsek Pasar Minggu,Pasar Minggu,Ragunan,JKS-015,-6.310164,106.821272,Fasilitas Publik,pemalakan,pengendara,Penyidikan,True
INC-00425,CURAT,2024-07-29,22:24,Polsek Pasar Minggu,Pasar Minggu,Pejaten Barat,JKS-013,-6.274793,106.833613,Fasilitas Publik,congkel,toko,Penyidikan,True
INC-00426,CURAT,2024-01-26,19:32,Polsek Kebayoran Baru,Kebayoran Baru,Cipete Utara,JKS-004,-6.267336,106.798843,Jalan,congkel,kantor,Selesai,True
INC-00427,CURAT,2023-03-12,02:07,Polsek Setiabudi,Setiabudi,Menteng Atas,JKS-029,-6.216673,106.838323,Permukiman,pecah_kaca,kantor,Penyidikan,True
INC-00428,CURAT,2024-01-12,15:34,Polsek Cilandak,Cilandak,Gandaria Selatan,JKS-010,-6.286266,106.795621,Permukiman,congkel,kantor,Selesai,True
INC-00429,CURAT,2025-11-28,21:10,Polsek Kebayoran Lama,Kebayoran Lama,Kebayoran Lama Utara,JKS-007,-6.25367,106.768787,Jalan,congkel,rumah,Penyelidikan,True
INC-00430,CURANMOR,2024-08-21,19:23,Polsek Pasar Minggu,Pasar Minggu,Pejaten Barat,JKS-013,-6.274477,106.829961,Permukiman,kunci_t,mobil,Selesai,True
INC-00431,CURANMOR,2023-02-02,19:38,Polsek Mampang Prapatan,Mampang Prapatan,Tegal Parang,JKS-026,-6.255708,106.824013,Jalan,kelalaian_pengguna,mobil,Selesai,True
INC-00432,CURANMOR,2023-06-21,22:43,Polsek Tebet,Tebet,Tebet Barat,JKS-020,-6.234563,106.847272,Pusat Aktivitas,kelalaian_pengguna,mobil,Penyidikan,True
INC-00433,CURAT,2025-06-09,23:21,Polsek Cilandak,Cilandak,Cilandak Barat,JKS-012,-6.293921,106.800188,Jalan,pecah_kaca,kantor,Penyidikan,True
INC-00434,CURANMOR,2023-08-12,18:44,Polsek Tebet,Tebet,Tebet Timur,JKS-021,-6.229479,106.855513,Pertokoan,kunci_t,mobil,Selesai,True
INC-00435,CURANMOR,2025-06-08,04:18,Polsek Pasar Minggu,Pasar Minggu,Ragunan,JKS-015,-6.311031,106.820976,Permukiman,lainnya,motor,Selesai,True
INC-00436,CURAT,2025-12-26,19:46,Polsek Setiabudi,Setiabudi,Kuningan Timur,JKS-028,-6.230873,106.833011,Jalan,pecah_kaca,rumah,Selesai,True
INC-00437,CURAT,2023-01-09,06:14,Polsek Jagakarsa,Jagakarsa,Lenteng Agung,JKS-032,-6.31127,106.836629,Pusat Aktivitas,congkel,rumah,Penyidikan,True
INC-00438,KEJAHATAN_JALANAN,2023-09-23,09:24,Polsek Setiabudi,Setiabudi,Kuningan Timur,JKS-028,-6.229226,106.833894,Pertokoan,lainnya,pejalan_kaki,Dilaporkan,True
INC-00439,CURAS,2023-05-14,03:12,Polsek Jagakarsa,Jagakarsa,Lenteng Agung,JKS-032,-6.312315,106.835398,Pertokoan,perampasan_jalanan,pejalan_kaki,Dilaporkan,True
INC-00440,CURAT,2025-12-15,07:31,Polsek Pancoran,Pancoran,Pancoran,JKS-017,-6.249868,106.839609,Pertokoan,lainnya,kantor,Penyelidikan,True
INC-00441,CURANMOR,2023-05-28,20:54,Polsek Setiabudi,Setiabudi,Karet Kuningan,JKS-027,-6.218392,106.828096,Pertokoan,kunci_t,mobil,Penyidikan,True
INC-00442,CURANMOR,2023-02-04,23:44,Polsek Tebet,Tebet,Manggarai,JKS-023,-6.209602,106.848353,Parkiran,kelalaian_pengguna,mobil,Penyelidikan,True
INC-00443,CURAS,2023-03-17,19:18,Polsek Pasar Minggu,Pasar Minggu,Pejaten Timur,JKS-014,-6.276912,106.849046,Jalan,ancaman,pengendara,Selesai,True
INC-00444,CURAT,2023-05-07,12:22,Polsek Pancoran,Pancoran,Kalibata,JKS-019,-6.257801,106.856125,Permukiman,pecah_kaca,rumah,Dilaporkan,True
INC-00445,CURAS,2023-08-24,15:20,Polsek Pancoran,Pancoran,Kalibata,JKS-019,-6.255358,106.854598,Permukiman,perampasan_jalanan,pengendara,Selesai,True
INC-00446,CURANMOR,2023-11-09,06:23,Polsek Cilandak,Cilandak,Lebak Bulus,JKS-011,-6.291554,106.773251,Permukiman,duplikasi_kunci,motor,Selesai,True
INC-00447,CURAT,2023-04-19,07:47,Polsek Kebayoran Lama,Kebayoran Lama,Pondok Pinang,JKS-006,-6.276205,106.765725,Parkiran,rusak_kunci,rumah,Dilaporkan,True
