audit_id,timestamp,user_id,action,resource_type,resource_id,result,is_synthetic
AUD-00263,2025-11-07T02:14,USER-003,ACK_WARNING,evaluation,RES-0817,SUCCESS,True
AUD-00264,2025-12-17T00:10,USER-005,VIEW_DASHBOARD,evaluation,RES-0027,SUCCESS,True
AUD-00265,2025-10-16T22:23,USER-002,LOGIN,map,RES-0016,SUCCESS,True
AUD-00266,2025-12-12T15:47,USER-004,LOGIN,recommendation,RES-0164,SUCCESS,True
AUD-00267,2025-10-07T01:00,USER-005,ACK_WARNING,prediction,RES-0414,SUCCESS,True
AUD-00268,2025-11-09T17:34,USER-003,APPROVE_RECOMMENDATION,evaluation,RES-0285,SUCCESS,True
AUD-00269,2025-10-09T15:49,USER-004,VIEW_DASHBOARD,prediction,RES-0787,SUCCESS,True
AUD-00270,2025-12-13T19:16,USER-006,VIEW_EVALUATION,map,RES-0021,SUCCESS,True
AUD-00271,2025-10-15T15:54,USER-002,APPROVE_RECOMMENDATION,dashboard,RES-0572,SUCCESS,True
AUD-00272,2025-10-28T22:33,USER-006,ACK_WARNING,evaluation,RES-0816,SUCCESS,True
AUD-00273,2025-12-17T20:22,USER-003,RUN_PREDICTION,map,RES-0572,SUCCESS,True
AUD-00274,2025-11-23T12:36,USER-001,VIEW_EVALUATION,dashboard,RES-0504,SUCCESS,True
AUD-00275,2025-11-17T14:47,USER-006,VIEW_MAP,dashboard,RES-0913,SUCCESS,True
AUD-00276,2025-12-02T03:37,USER-002,VIEW_MAP,evaluation,RES-0119,SUCCESS,True
AUD-00277,2025-10-14T04:49,USER-001,APPROVE_RECOMMENDATION,recommendation,RES-0753,SUCCESS,True
AUD-00278,2025-10-01T04:04,USER-003,VIEW_DASHBOARD,prediction,RES-0139,SUCCESS,True
AUD-00279,2025-12-05T04:18,USER-003,RUN_PREDICTION,dashboard,RES-0192,SUCCESS,True
AUD-00280,2025-11-16T19:13,USER-006,APPROVE_RECOMMENDATION,recommendation,RES-0390,SUCCESS,True
AUD-00281,2025-10-05T02:11,USER-004,LOGIN,map,RES-0567,SUCCESS,True
AUD-00282,2025-11-15T11:25,USER-003,RUN_PREDICTION,dashboard,RES-0021,SUCCESS,True
AUD-00283,2025-12-26T16:36,USER-005,RUN_PREDICTION,recommendation,RES-0661,SUCCESS,True
AUD-00284,2025-10-13T23:16,USER-001,RUN_PREDICTION,evaluation,RES-0507,SUCCESS,True
AUD-00285,2025-12-15T08:05,USER-006,ACK_WARNING,map,RES-0144,SUCCESS,True
AUD-00286,2025-11-14T10:40,USER-005,RUN_PREDICTION,recommendation,RES-0812,SUCCESS,True
AUD-00287,2025-12-06T12:33,USER-003,RUN_PREDICTION,map,RES-0051,SUCCESS,True
AUD-00288,2025-10-14T22:38,USER-006,VIEW_EVALUATION,recommendation,RES-0080,SUCCESS,True
AUD-00289,2025-12-21T07:11,USER-001,LOGIN,dashboard,RES-0595,SUCCESS,True
AUD-00290,2025-12-14T06:15,USER-003,RUN_PREDICTION,evaluation,RES-0321,SUCCESS,True
AUD-00291,2025-11-09T17:28,USER-001,APPROVE_RECOMMENDATION,warning,RES-0388,SUCCESS,True
AUD-00292,2025-10-23T05:30,USER-006,VIEW_EVALUATION,evaluation,RES-0289,SUCCESS,True
AUD-00293,2025-11-10T07:19,USER-005,ACK_WARNING,warning,RES-0951,SUCCESS,True
AUD-00294,2025-11-20T05:45,USER-001,VIEW_EVALUATION,recommendation,RES-0833,SUCCESS,True
AUD-00295,2025-11-26T01:25,USER-003,LOGIN,prediction,RES-0482,SUCCESS,True
AUD-00296,2025-12-21T17:07,USER-001,ACK_WARNING,warning,RES-0528,SUCCESS,True
AUD-00297,2025-10-23T15:26,USER-004,VIEW_DASHBOARD,recommendation,RES-0528,SUCCESS,True
AUD-00298,2025-11-10T10:48,USER-002,APPROVE_RECOMMENDATION,prediction,RES-0066,SUCCESS,True
AUD-00299,2025-12-19T04:04,USER-003,ACK_WARNING,dashboard,RES-0731,SUCCESS,True
AUD-00300,2025-10-21T02:26,USER-001,ACK_WARNING,warning,RES-0403,SUCCESS,True
AUD-00301,2025-12-03T02:05,USER-001,VIEW_MAP,recommendation,RES-0744,SUCCESS,True
AUD-00302,2025-12-26T11:39,USER-005,ACK_WARNING,prediction,RES-0836,SUCCESS,True
AUD-00303,2025-12-07T15:10,USER-004,RUN_PREDICTION,map,RES-0271,SUCCESS,True
AUD-00304,2025-10-23T18:34,USER-006,RUN_PREDICTION,recommendation,RES-0514,SUCCESS,True
AUD-00305,2025-11-12T01:10,USER-006,APPROVE_RECOMMENDATION,warning,RES-0928,SUCCESS,True
AUD-00306,2025-12-10T12:05,USER-003,VIEW_DASHBOARD,evaluation,RES-0176,SUCCESS,True
AUD-00307,2025-12-24T18:50,USER-006,APPROVE_RECOMMENDATION,prediction,RES-0594,SUCCESS,True
AUD-00308,2025-12-12T21:04,USER-002,VIEW_MAP,map,RES-0426,SUCCESS,True
AUD-00309,2025-12-20T08:07,USER-004,APPROVE_RECOMMENDATION,prediction,RES-0709,SUCCESS,True
AUD-00310,2025-12-13T16:32,USER-004,VIEW_EVALUATION,prediction,RES-0815,SUCCESS,True
AUD-00311,2025-10-17T13:13,USER-005,VIEW_EVALUATION,prediction,RES-0814,SUCCESS,True
AUD-00312,2025-12-06T23:22,USER-003,LOGIN,recommendation,RES-0242,SUCCESS,True
AUD-00313,2025-12-04T09:42,USER-004,VIEW_MAP,prediction,RES-0682,SUCCESS,True
AUD-00314,2025-12-30T09:38,USER-002,ACK_WARNING,dashboard,RES-0805,SUCCESS,True
AUD-00315,2025-11-15T13:43,USER-006,APPROVE_RECOMMENDATION,prediction,RES-0831,SUCCESS,True
AUD-00316,2025-12-15T12:10,USER-002,ACK_WARNING,dashboard,RES-0726,SUCCESS,True
AUD-00317,2025-10-20T23:01,USER-006,VIEW_EVALUATION,prediction,RES-0917,SUCCESS,True
AUD-00318,2025-11-20T18:06,USER-005,RUN_PREDICTION,map,RES-0887,SUCCESS,True
AUD-00319,2025-10-23T15:37,USER-001,VIEW_EVALUATION,prediction,RES-0795,SUCCESS,True
AUD-00320,2025-12-30T07:37,USER-001,VIEW_DASHBOARD,evaluation,RES-0229,SUCCESS,True
AUD-00321,2025-12-10T22:38,USER-005,APPROVE_RECOMMENDATION,warning,RES-0727,SUCCESS,True
AUD-00322,2025-10-29T00:12,USER-005,VIEW_EVALUATION,map,RES-0109,SUCCESS,True
AUD-00323,2025-10-01T02:27,USER-003,LOGIN,prediction,RES-0552,SUCCESS,True
AUD-00324,2025-10-07T19:46,USER-004,VIEW_DASHBOARD,map,RES-0325,SUCCESS,True
AUD-00325,2025-10-29T18:57,USER-003,VIEW_EVALUATION,dashboard,RES-0073,SUCCESS,True
AUD-00326,2025-11-27T20:16,USER-003,LOGIN,evaluation,RES-0736,SUCCESS,True
AUD-00327,2025-12-18T11:21,USER-004,RUN_PREDICTION,prediction,RES-0220,SUCCESS,True
AUD-00328,2025-10-05T03:13,USER-006,APPROVE_RECOMMENDATION,warning,RES-0209,SUCCESS,True
AUD-00329,2025-12-15T18:23,USER-002,VIEW_MAP,prediction,RES-0346,SUCCESS,True
AUD-00330,2025-12-21T04:17,USER-001,VIEW_EVALUATION,dashboard,RES-0618,SUCCESS,True
AUD-00331,2025-10-22T14:24,USER-005,VIEW_DASHBOARD,dashboard,RES-0835,SUCCESS,True
AUD-00332,2025-11-17T01:50,USER-002,VIEW_DASHBOARD,warning,RES-0666,SUCCESS,True
AUD-00333,2025-10-19T09:20,USER-002,APPROVE_RECOMMENDATION,recommendation,RES-0902,SUCCESS,True
AUD-00334,2025-12-01T02:23,USER-004,VIEW_EVALUATION,prediction,RES-0718,SUCCESS,True
AUD-00335,2025-12-07T14:32,USER-004,LOGIN,prediction,RES-0590,SUCCESS,True
AUD-00336,2025-12-30T12:38,USER-005,APPROVE_RECOMMENDATION,evaluation,RES-0139,SUCCESS,True
AUD-00337,2025-10-04T11:19,USER-001,VIEW_DASHBOARD,map,RES-0994,SUCCESS,True
AUD-00338,2025-12-06T04:53,USER-002,VIEW_EVALUATION,warning,RES-0056,SUCCESS,True
AUD-00339,2025-12-11T04:50,USER-001,VIEW_MAP,prediction,RES-0352,SUCCESS,True
AUD-00340,2025-11-13T13:18,USER-005,LOGIN,warning,RES-0638,SUCCESS,True
AUD-00341,2025-10-18T05:43,USER-004,APPROVE_RECOMMENDATION,recommendation,RES-0729,SUCCESS,True
AUD-00342,2025-10-23T17:06,USER-006,LOGIN,recommendation,RES-0177,SUCCESS,True
AUD-00343,2025-10-19T15:59,USER-005,VIEW_DASHBOARD,dashboard,RES-0329,SUCCESS,True
AUD-00344,2025-11-17T04:41,USER-005,ACK_WARNING,recommendation,RES-0022,SUCCESS,True
AUD-00345,2025-10-22T09:28,USER-006,LOGIN,map,RES-0707,SUCCESS,True
AUD-00346,2025-11-08T05:44,USER-002,ACK_WARNING,prediction,RES-0925,SUCCESS,True
AUD-00347,2025-10-14T21:23,USER-005,RUN_PREDICTION,prediction,RES-0536,SUCCESS,True
AUD-00348,2025-10-28T19:35,USER-006,ACK_WARNING,recommendation,RES-0978,SUCCESS,True
AUD-00349,2025-11-24T04:45,USER-006,VIEW_MAP,evaluation,RES-0945,SUCCESS,True
AUD-00350,2025-12-21T01:29,USER-004,APPROVE_RECOMMENDATION,warning,RES-0468,SUCCESS,True
AUD-00351,2025-10-04T05:56,USER-002,VIEW_MAP,prediction,RES-0939,SUCCESS,True
AUD-00352,2025-12-14T09:32,USER-002,APPROVE_RECOMMENDATION,warning,RES-0564,SUCCESS,True
AUD-00353,2025-10-15T07:03,USER-004,VIEW_EVALUATION,map,RES-0055,SUCCESS,True
AUD-00354,2025-11-19T21:41,USER-005,ACK_WARNING,evaluation,RES-0396,SUCCESS,True
AUD-00355,2025-12-26T00:37,USER-002,RUN_PREDICTION,recommendation,RES-0126,SUCCESS,True
AUD-00356,2025-10-12T10:20,USER-001,VIEW_EVALUATION,prediction,RES-0073,SUCCESS,True
AUD-00357,2025-12-27T10:27,USER-004,VIEW_DASHBOARD,prediction,RES-0741,SUCCESS,True
AUD-00358,2025-11-05T10:28,USER-005,ACK_WARNING,dashboard,RES-0221,SUCCESS,True
AUD-00359,2025-10-18T13:10,USER-001,LOGIN,warning,RES-0179,SUCCESS,True
AUD-00360,2025-11-12T00:03,USER-003,ACK_WARNING,map,RES-0557,SUCCESS,True
AUD-00361,2025-12-22T22:47,USER-003,VIEW_EVALUATION,map,RES-0672,SUCCESS,True
AUD-00362,2025-10-01T13:05,USER-001,VIEW_EVALUATION,prediction,RES-0760,SUCCESS,True
AUD-00363,2025-10-24T06:16,USER-003,RUN_PREDICTION,recommendation,RES-0873,SUCCESS,True
AUD-00364,2025-10-12T02:00,USER-004,VIEW_DASHBOARD,warning,RES-0587,SUCCESS,True
AUD-00365,2025-12-05T17:34,USER-002,VIEW_MAP,dashboard,RES-0610,SUCCESS,True
AUD-00366,2025-10-01T07:32,USER-004,VIEW_EVALUATION,warning,RES-0507,SUCCESS,True
AUD-00367,2025-12-06T10:51,USER-005,VIEW_MAP,recommendation,RES-0526,SUCCESS,True
AUD-00368,2025-12-30T15:49,USER-001,RUN_PREDICTION,dashboard,RES-0286,SUCCESS,True
AUD-00369,2025-12-23T10:05,USER-003,LOGIN,evaluation,RES-0646,SUCCESS,True
AUD-00370,2025-10-05T11:57,USER-003,APPROVE_RECOMMENDATION,map,RES-0169,SUCCESS,True
AUD-00371,2025-12-28T19:29,USER-004,VIEW_MAP,map,RES-0246,SUCCESS,True
AUD-00372,2025-12-24T15:27,USER-002,VIEW_DASHBOARD,dashboard,RES-0689,SUCCESS,True
AUD-00373,2025-12-04T03:10,USER-003,APPROVE_RECOMMENDATION,warning,RES-0971,SUCCESS,True
AUD-00374,2025-11-04T21:57,USER-006,VIEW_DASHBOARD,map,RES-0945,SUCCESS,True
AUD-00375,2025-11-26T14:27,USER-006,VIEW_DASHBOARD,warning,RES-0296,SUCCESS,True
AUD-00376,2025-10-01T09:57,USER-001,RUN_PREDICTION,warning,RES-0185,SUCCESS,True
AUD-00377,2025-12-16T22:48,USER-002,APPROVE_RECOMMENDATION,evaluation,RES-0487,SUCCESS,True
AUD-00378,2025-11-12T12:16,USER-005,VIEW_DASHBOARD,dashboard,RES-0088,SUCCESS,True
AUD-00379,2025-10-24T05:31,USER-002,VIEW_DASHBOARD,recommendation,RES-0464,SUCCESS,True
AUD-00380,2025-10-28T16:02,USER-001,VIEW_MAP,evaluation,RES-0488,SUCCESS,True
AUD-00381,2025-12-31T14:38,USER-002,ACK_WARNING,recommendation,RES-0714,SUCCESS,True
AUD-00382,2025-11-09T08:44,USER-003,APPROVE_RECOMMENDATION,map,RES-0488,SUCCESS,True
AUD-00383,2025-10-09T01:20,USER-004,APPROVE_RECOMMENDATION,evaluation,RES-0562,SUCCESS,True
AUD-00384,2025-12-09T19:22,USER-006,VIEW_DASHBOARD,map,RES-0139,SUCCESS,True
AUD-00385,2025-12-11T04:04,USER-003,VIEW_DASHBOARD,map,RES-0194,SUCCESS,True
AUD-00386,2025-10-26T05:31,USER-005,VIEW_DASHBOARD,warning,RES-0528,SUCCESS,True
AUD-00387,2025-12-17T17:24,USER-005,VIEW_MAP,warning,RES-0054,SUCCESS,True
AUD-00388,2025-11-26T21:56,USER-006,APPROVE_RECOMMENDATION,warning,RES-0192,SUCCESS,True
AUD-00389,2025-12-07T05:23,USER-003,APPROVE_RECOMMENDATION,map,RES-0233,SUCCESS,True
AUD-00390,2025-12-21T07:07,USER-006,LOGIN,map,RES-0724,SUCCESS,True
AUD-00391,2025-11-05T21:01,USER-002,ACK_WARNING,warning,RES-0227,SUCCESS,True
AUD-00392,2025-10-19T06:35,USER-002,VIEW_EVALUATION,warning,RES-0083,SUCCESS,True
AUD-00393,2025-10-11T22:12,USER-004,LOGIN,warning,RES-0027,SUCCESS,True
AUD-00394,2025-11-27T06:18,USER-005,VIEW_DASHBOARD,dashboard,RES-0217,SUCCESS,True
AUD-00395,2025-12-16T06:20,USER-005,APPROVE_RECOMMENDATION,recommendation,RES-0508,SUCCESS,True
AUD-00396,2025-10-27T03:33,USER-004,VIEW_EVALUATION,map,RES-0855,SUCCESS,True
AUD-00397,2025-10-31T00:40,USER-002,LOGIN,recommendation,RES-0021,SUCCESS,True
AUD-00398,2025-10-06T15:40,USER-002,VIEW_MAP,map,RES-0343,SUCCESS,True
AUD-00399,2025-10-03T06:56,USER-006,VIEW_EVALUATION,dashboard,RES-0113,SUCCESS,True
AUD-00400,2025-10-16T22:48,USER-002,VIEW_EVALUATION,prediction,RES-0581,SUCCESS,True
